idx,time,x,y,yaw,mode,speed
415,1772512307.562198,321.763519,96.175011,2.613674,LK,7.761733
416,1772512307.642221,321.053772,96.610672,2.613539,LK,7.756754
417,1772512307.802262,320.345093,97.045837,2.613500,LK,7.752365
418,1772512307.902261,319.634796,97.481880,2.613661,LK,7.745270
419,1772512307.982249,319.162323,97.771843,2.613790,LK,7.741347
420,1772512308.062264,318.554138,98.144920,2.613882,LK,7.736894
421,1772512308.142211,317.838379,98.583923,2.613837,LK,7.731545
422,1772512308.302214,317.125397,99.021294,2.613846,LK,7.725597
423,1772512308.402249,316.532532,99.385010,2.613825,LK,7.722192
424,1772512308.482223,315.809814,99.828453,2.614382,LK,7.716223
425,1772512308.562218,315.220123,100.189560,2.615764,LK,7.713693
426,1772512308.662215,314.508728,100.623856,2.615729,LK,7.710661
427,1772512308.782194,313.902283,100.994125,2.615713,LK,7.709060
428,1772512308.902234,313.195374,101.425934,2.615850,LK,7.707295
429,1772512308.982188,312.518585,101.839348,2.615804,LK,7.705340
430,1772512309.062218,311.806213,102.274605,2.615579,LK,7.704867
431,1772512309.182212,311.078827,102.719315,2.615237,LK,7.704837
432,1772512309.302220,310.605957,103.008652,2.615072,LK,7.704615
433,1772512309.402227,309.998047,103.380753,2.614840,LK,7.704343
434,1772512309.502223,309.255127,103.835777,2.615865,LK,7.704751
435,1772512309.582226,308.543854,104.269630,2.617697,LK,7.705657
436,1772512309.662241,307.990601,104.605797,2.617553,LK,7.705816
437,1772512309.762201,307.370026,104.983147,2.617273,LK,7.707108
438,1772512309.862232,306.654236,105.418991,2.616806,LK,7.707520
439,1772512309.982275,306.041565,105.792633,2.616430,LK,7.707703
440,1772512310.102221,305.329498,106.227394,2.615914,LK,7.707880
441,1772512310.182180,304.646820,106.644630,2.615454,LK,7.708144
442,1772512310.282290,303.937286,107.078697,2.615014,LK,7.707721
443,1772512310.382220,303.224945,107.514862,2.614656,LK,7.707105
444,1772512310.462229,302.748108,107.806946,2.616003,LK,7.705533
445,1772512310.622249,302.028198,108.246490,2.616247,LK,7.703801
446,1772512310.702220,301.435791,108.607864,2.615860,LK,7.702380
447,1772512310.782220,300.731354,109.038246,2.615439,LK,7.699908
448,1772512310.882209,300.135803,109.402557,2.615132,LK,7.698541
449,1772512310.962259,299.430603,109.834442,2.614880,LK,7.695843
450,1772512311.042255,298.820221,110.208328,2.614773,LK,7.694926
451,1772512311.182272,298.114899,110.640343,2.614643,LK,7.690526
452,1772512311.282223,297.409821,111.072525,2.614555,LK,7.691036
453,1772512311.382284,296.792999,111.450516,2.614455,LK,7.690472
454,1772512311.442240,296.126343,111.858955,2.616455,LK,7.690104
455,1772512311.542342,295.407593,112.296677,2.618351,LK,7.690793
456,1772512311.662239,294.700195,112.725845,2.618227,LK,7.690621
457,1772512311.742200,294.224182,113.014877,2.617860,LK,7.690993
458,1772512311.922200,293.555359,113.421783,2.617329,LK,7.692624
459,1772512311.982236,292.932617,113.801361,2.616688,LK,7.694534
460,1772512312.102254,292.223572,114.234344,2.615958,LK,7.695395
461,1772512312.182283,291.574341,114.631409,2.615351,LK,7.695518
462,1772512312.282254,290.977997,114.996498,2.614899,LK,7.696877
463,1772512312.402240,290.261902,115.435455,2.614387,LK,7.698189
464,1772512312.502200,289.563751,115.863800,2.613955,LK,7.698210
465,1772512312.602263,288.958923,116.235123,2.613658,LK,7.696474
466,1772512312.682232,288.262665,116.663071,2.613458,LK,7.697454
467,1772512312.742219,287.588196,117.077736,2.613321,LK,7.698673
468,1772512312.862283,286.888641,117.507767,2.613312,LK,7.699621
469,1772512312.962245,286.175629,117.946053,2.613293,LK,7.699818
470,1772512313.042218,285.702240,118.237015,2.613242,LK,7.700271
471,1772512313.162254,284.992371,118.673355,2.613233,LK,7.701913
472,1772512313.262287,284.390625,119.043137,2.613218,LK,7.703145
473,1772512313.362240,283.682007,119.478630,2.612954,LK,7.703013
474,1772512313.462194,283.091766,119.841606,2.612810,LK,7.702689
475,1772512313.582230,282.370941,120.284996,2.612771,LK,7.701910
476,1772512313.682246,281.760742,120.660339,2.612754,LK,7.700342
477,1772512313.802371,281.067291,121.086868,2.612681,LK,7.698762
478,1772512313.882228,280.430298,121.478729,2.612646,LK,7.695914
479,1772512314.002230,279.737427,121.905014,2.612694,LK,7.693820
480,1772512314.042191,279.031189,122.339432,2.612887,LK,7.693536
481,1772512314.162230,278.304810,122.785950,2.613091,LK,7.692128
482,1772512314.242189,277.829742,123.077881,2.613179,LK,7.691787
483,1772512314.362271,277.124451,123.511108,2.613333,LK,7.691739
484,1772512314.462206,276.521210,123.881554,2.613465,LK,7.691930
485,1772512314.562332,275.816956,124.313889,2.613772,LK,7.692882
486,1772512314.682267,275.182495,124.703064,2.613983,LK,7.692281
487,1772512314.782237,274.477020,125.135681,2.613963,LK,7.692086
488,1772512314.882234,273.884613,125.499023,2.613952,LK,7.692889
489,1772512315.002213,273.187836,125.926376,2.613932,LK,7.692890
490,1772512315.102236,272.573669,126.303162,2.613965,LK,7.693031
491,1772512315.202253,271.874634,126.731941,2.614073,LK,7.693100
492,1772512315.242225,271.200653,127.145226,2.614158,LK,7.693124
493,1772512315.342205,270.496216,127.577072,2.614328,LK,7.693368
494,1772512315.462223,269.785339,128.012329,2.616197,LK,7.693008
495,1772512315.542243,269.308136,128.303406,2.616349,LK,7.693382
496,1772512315.702201,268.598633,128.736008,2.616255,LK,7.693699
497,1772512315.782306,267.986328,129.109497,2.616217,LK,7.692545
498,1772512315.862246,267.285889,129.537048,2.615988,LK,7.689434
499,1772512315.962222,266.695770,129.897476,2.615700,LK,7.688187
500,1772512316.082265,265.992310,130.327438,2.615476,LK,7.686143
501,1772512316.182268,265.288086,130.758026,2.615273,LK,7.681587
502,1772512316.282232,264.650421,131.148010,2.615124,LK,7.677616
503,1772512316.402208,263.990356,131.551834,2.615058,LK,7.673671
504,1772512316.502211,263.384216,131.922546,2.616602,LK,7.668234
505,1772512316.602225,262.670837,132.356949,2.617792,LK,7.662784
506,1772512316.642245,261.997437,132.765808,2.617651,LK,7.656478
507,1772512316.762218,261.288025,133.196960,2.617213,LK,7.653197
508,1772512316.862212,260.584717,133.625061,2.616854,LK,7.648705
509,1772512316.942235,260.112061,133.913055,2.616604,LK,7.642890
510,1772512317.042224,259.510315,134.279968,2.616307,LK,7.637696
511,1772512317.162232,258.794342,134.716736,2.615918,LK,7.633822
512,1772512317.262283,258.202332,135.078079,2.615705,LK,7.629700
513,1772512317.382301,257.498840,135.507584,2.615421,LK,7.625155
514,1772512317.482255,256.797974,135.935715,2.615121,LK,7.621614
515,1772512317.582250,256.207764,136.296463,2.614900,LK,7.618407
516,1772512317.702220,255.518372,136.718079,2.614667,LK,7.616530
517,1772512317.802232,254.916428,137.086334,2.614473,LK,7.612698
518,1772512317.842333,254.213013,137.516846,2.614204,LK,7.608235
519,1772512317.942193,253.514862,137.944443,2.614001,LK,7.606039
520,1772512318.062233,252.818512,138.371048,2.613850,LK,7.602831
521,1772512318.142288,252.350739,138.657715,2.613792,LK,7.599431
522,1772512318.242267,251.651489,139.086243,2.613750,LK,7.595343
523,1772512318.362248,251.058136,139.449844,2.613600,LK,7.596518
524,1772512318.462236,250.350784,139.883301,2.614817,LK,7.593126
525,1772512318.622248,249.678329,140.294083,2.615108,LK,7.589188
526,1772512318.702202,249.041107,140.683060,2.614945,LK,7.583706
527,1772512318.802273,248.450104,141.043930,2.614759,LK,7.583876
528,1772512318.862249,247.759247,141.466049,2.614486,LK,7.581363
529,1772512319.002257,247.157623,141.833969,2.614186,LK,7.576338
530,1772512319.102203,246.474121,142.252304,2.613915,LK,7.568560
531,1772512319.142248,245.818817,142.653580,2.613663,LK,7.560467
532,1772512319.242229,245.128571,143.076569,2.613424,LK,7.559284
533,1772512319.362201,244.436157,143.500748,2.613281,LK,7.554476
534,1772512319.462229,243.728790,143.933807,2.614785,LK,7.548234
535,1772512319.542235,243.260712,144.219604,2.614786,LK,7.547117
536,1772512319.662226,242.569229,144.641708,2.614510,LK,7.544930
537,1772512319.762235,241.989075,144.996094,2.614278,LK,7.544475
538,1772512319.862195,241.300186,145.417374,2.614057,LK,7.544883
539,1772512319.982246,240.707947,145.779694,2.613862,LK,7.546144
540,1772512320.082228,240.016876,146.202484,2.613711,LK,7.543580
541,1772512320.182248,239.436813,146.557571,2.613658,LK,7.535667
542,1772512320.302224,238.731735,146.989059,2.613651,LK,7.539659
543,1772512320.382272,238.135773,147.353638,2.613699,LK,7.535504
544,1772512320.522258,237.435013,147.782135,2.615533,LK,7.530808
545,1772512320.542230,236.777130,148.182571,2.616579,LK,7.526764
546,1772512320.662213,236.083679,148.603317,2.616747,LK,7.522451
547,1772512320.782365,235.385025,149.027283,2.616838,LK,7.517920
548,1772512320.842199,234.945847,149.293823,2.616854,LK,7.513833
549,1772512320.962232,234.238968,149.722870,2.616916,LK,7.510520
550,1772512321.062263,233.653015,150.078552,2.617218,LK,7.507257
551,1772512321.162221,232.968323,150.493591,2.617916,LK,7.501009
552,1772512321.282227,232.371765,150.854385,2.618923,LK,7.495820
553,1772512321.382330,231.689285,151.266037,2.620378,LK,7.488544
554,1772512321.482212,231.096802,151.622025,2.621947,LK,7.476708
555,1772512321.602217,230.419067,152.027634,2.624093,LK,7.463542
556,1772512321.722232,229.793549,152.399963,2.626153,LK,7.449341
557,1772512321.782187,229.119080,152.799377,2.628632,LK,7.429691
558,1772512321.843223,228.463913,153.185226,2.631100,INT,7.397899
559,1772512321.942196,227.781723,153.584656,2.633685,INT,7.373283
560,1772512322.062203,227.105591,153.978058,2.636302,INT,7.347450
561,1772512322.162205,226.424637,154.371857,2.638832,INT,7.319891
562,1772512322.242229,225.966248,154.635651,2.640479,INT,7.298800
563,1772512322.362242,225.286713,155.024841,2.642883,INT,7.273694
564,1772512322.462229,224.718353,155.348663,2.646270,INT,7.254278
565,1772512322.562214,224.041824,155.729019,2.649820,INT,7.254564
566,1772512322.682233,223.465439,156.049225,2.651471,INT,7.266129
567,1772512322.782233,222.784454,156.426773,2.653137,INT,7.274257
568,1772512322.882185,222.190857,156.755463,2.654533,INT,7.278237
569,1772512323.002239,221.506561,157.131775,2.656119,INT,7.296446
570,1772512323.102218,220.870087,157.480225,2.658305,INT,7.324585
571,1772512323.142202,220.209518,157.841583,2.661011,INT,7.354281
572,1772512323.242149,219.515976,158.219269,2.663988,INT,7.392056
573,1772512323.362213,218.823395,158.593781,2.667090,INT,7.413578
574,1772512323.442253,218.353500,158.845886,2.671238,INT,7.426103
575,1772512323.542226,217.638687,159.224274,2.675667,INT,7.449068
576,1772512323.662240,216.922913,159.598587,2.680058,INT,7.475739
577,1772512323.762250,216.321442,159.910248,2.683802,INT,7.503447
578,1772512323.862224,215.593933,160.283646,2.688841,INT,7.528513
579,1772512323.982291,214.978775,160.595917,2.693607,INT,7.555325
580,1772512324.082226,214.253128,160.959457,2.699761,INT,7.581001
581,1772512324.142218,213.640320,161.261841,2.705512,INT,7.607814
582,1772512324.302248,212.893692,161.624146,2.712735,INT,7.631136
583,1772512324.342216,212.211395,161.949310,2.719607,INT,7.649252
584,1772512324.462242,211.476654,162.293045,2.728560,INT,7.669578
585,1772512324.562251,210.698700,162.648224,2.737224,INT,7.686219
586,1772512324.662237,210.187836,162.876984,2.742712,INT,7.694912
587,1772512324.782274,209.385590,163.229416,2.751307,INT,7.703180
588,1772512324.882262,208.713242,163.518372,2.758601,INT,7.711560
589,1772512324.982316,208.042175,163.801102,2.765861,INT,7.711445
590,1772512325.102224,207.245071,164.129761,2.774504,INT,7.717611
591,1772512325.202220,206.590378,164.394806,2.780886,INT,7.735469
592,1772512325.282234,205.888992,164.673523,2.787306,INT,7.754364
593,1772512325.422247,205.138153,164.965286,2.794009,INT,7.759898
594,1772512325.482240,204.208420,165.317825,2.806548,INT,7.785761
595,1772512325.602201,203.457245,165.593063,2.818570,INT,7.818459
596,1772512325.722239,202.699448,165.860046,2.826655,INT,7.850018
597,1772512325.822240,201.919205,166.127625,2.834486,INT,7.878940
598,1772512325.902288,201.474640,166.277252,2.838904,INT,7.895898
599,1772512326.022205,200.666992,166.543854,2.847123,INT,7.920891
600,1772512326.042234,199.968719,166.768585,2.854368,INT,7.944222
601,1772512326.202240,199.196609,167.010605,2.862435,INT,7.965970
602,1772512326.262208,198.455643,167.236282,2.870898,INT,7.984997
603,1772512326.342227,197.702713,167.458496,2.879551,INT,8.003251
604,1772512326.442228,196.886078,167.691238,2.892054,INT,8.006624
605,1772512326.562241,196.038956,167.920410,2.904024,INT,7.994308
606,1772512326.662231,195.170013,168.144104,2.914222,INT,7.983699
607,1772512326.762211,194.604996,168.284668,2.920816,INT,7.976217
608,1772512326.862236,193.864563,168.463318,2.929662,INT,7.991731
609,1772512327.002223,193.089874,168.643005,2.939227,INT,8.010138
610,1772512327.082242,192.307205,168.816666,2.949049,INT,8.015206
611,1772512327.182221,191.528793,168.981232,2.959184,INT,8.007849
612,1772512327.282228,190.666031,169.153687,2.971034,INT,7.996629
613,1772512327.362241,189.885010,169.300507,2.981881,INT,7.987330
614,1772512327.462241,189.052475,169.447052,2.998112,INT,7.967270
615,1772512327.562226,188.158569,169.588409,3.013057,INT,7.990020
616,1772512327.662244,187.583527,169.671814,3.021386,INT,8.007371
617,1772512327.782264,186.810623,169.776474,3.032947,INT,8.016929
618,1772512327.882342,186.022217,169.873978,3.046845,INT,8.007532
619,1772512328.002295,185.153137,169.968323,3.063648,INT,7.994857
620,1772512328.122259,184.339874,170.042603,3.081294,INT,7.983650
621,1772512328.142263,183.579620,170.098328,3.098950,INT,7.973865
622,1772512328.282259,182.737183,170.143616,3.120432,INT,7.979988
623,1772512328.402214,181.793762,170.172012,-3.137572,INT,8.001703
624,1772512328.502263,181.205048,170.177368,-3.118947,INT,7.994710
625,1772512328.602339,180.328583,170.163803,-3.086265,INT,7.965392
626,1772512328.702245,179.656326,170.133606,-3.062762,INT,7.950688
627,1772512328.782221,178.789124,170.070068,-3.032089,INT,7.949039
628,1772512328.862322,178.017532,169.990921,-3.002807,INT,7.956624
629,1772512328.962275,177.257919,169.890961,-2.972385,INT,7.959651
630,1772512329.082251,176.450119,169.758057,-2.937827,INT,7.958169
631,1772512329.182357,175.633057,169.592957,-2.902201,INT,7.961975
632,1772512329.302261,174.760422,169.382156,-2.863321,INT,7.963658
633,1772512329.402237,173.910370,169.142334,-2.824236,INT,7.958869
634,1772512329.502231,173.352692,168.964493,-2.792360,INT,7.886319
635,1772512329.582242,172.631653,168.704468,-2.753776,INT,7.884313
636,1772512329.642237,171.918091,168.415833,-2.719861,INT,7.890646
637,1772512329.762205,171.200073,168.097229,-2.686766,INT,7.900317
638,1772512329.862243,170.493591,167.756638,-2.654904,INT,7.911812
639,1772512329.982215,169.714508,167.349365,-2.620885,INT,7.924287
640,1772512330.102252,168.992935,166.942322,-2.590023,INT,7.938209
641,1772512330.222265,168.216400,166.470886,-2.557309,INT,7.955383
642,1772512330.262215,167.716370,166.148773,-2.536937,INT,7.971357
643,1772512330.342236,167.078857,165.717010,-2.511571,INT,7.992243
644,1772512330.462248,166.411896,165.239944,-2.484275,INT,7.987748
645,1772512330.582252,165.790680,164.770050,-2.458211,INT,7.959779
646,1772512330.702232,165.177155,164.280899,-2.435482,INT,7.955471
647,1772512330.822253,164.545486,163.753998,-2.415549,INT,7.976690
648,1772512330.842248,163.962204,163.249573,-2.398718,INT,8.003898
649,1772512330.962216,163.328369,162.683167,-2.381763,INT,8.031259
650,1772512331.082266,162.661606,162.067993,-2.366602,INT,8.027308
651,1772512331.202286,162.004135,161.444122,-2.354373,INT,8.020248
652,1772512331.302285,161.569778,161.024109,-2.347288,INT,8.013761
653,1772512331.402268,161.013824,160.478317,-2.338857,INT,8.007887
654,1772512331.462287,160.463455,159.929535,-2.329516,INT,7.976889
655,1772512331.582235,159.879593,159.331970,-2.302880,INT,7.843363
656,1772512331.702247,159.339096,158.750839,-2.297179,INT,7.872173
657,1772512331.782228,158.820129,158.186646,-2.295504,INT,7.911005
658,1772512331.902237,158.237106,157.554474,-2.295554,INT,7.950814
659,1772512331.962254,157.593658,156.860992,-2.297787,LK,7.991773
660,1772512332.102246,157.054749,156.284180,-2.300852,LK,8.022693
661,1772512332.222368,156.633575,155.836014,-2.303977,LK,8.034864
662,1772512332.282348,156.097137,155.269196,-2.308218,LK,8.035401
663,1772512332.382263,155.534515,154.679855,-2.313057,LK,8.030607
664,1772512332.482255,154.968353,154.092560,-2.318057,LK,8.023687
665,1772512332.602238,154.415100,153.524399,-2.323200,LK,8.018742
666,1772512332.682283,153.798981,152.898651,-2.329249,LK,8.013491
667,1772512332.762287,153.224640,152.322250,-2.334843,LK,8.010607
668,1772512332.882294,152.658707,151.760559,-2.340189,LK,8.009284
669,1772512333.022257,152.007965,151.122070,-2.346346,LK,8.009054
670,1772512333.082245,151.568863,150.695557,-2.350512,LK,8.005788
671,1772512333.162283,151.007629,150.155670,-2.355744,LK,8.007674
672,1772512333.262238,150.424408,149.600525,-2.360996,LK,8.008080
673,1772512333.402235,149.820572,149.031815,-2.366391,LK,8.007940
674,1772512333.522256,149.234558,148.485626,-2.370088,LK,8.007854
675,1772512333.602208,148.657562,147.949905,-2.368103,LK,7.929323
676,1772512333.642299,148.081726,147.413696,-2.372003,LK,7.928562
677,1772512333.782246,147.472488,146.850861,-2.376438,LK,7.946872
678,1772512333.902251,146.787445,146.224762,-2.381549,LK,7.985413
679,1772512334.022231,146.339752,145.819473,-2.384686,LK,8.009749
680,1772512334.122218,145.759964,145.298508,-2.388642,LK,8.045121
681,1772512334.162243,145.168060,144.770599,-2.392301,LK,8.050888
682,1772512334.282243,144.548004,144.221497,-2.395776,LK,8.045409
683,1772512334.402245,143.922058,143.670822,-2.398725,LK,8.035086
684,1772512334.482236,143.346481,143.167099,-2.401274,LK,8.022552
685,1772512334.542238,142.760635,142.656906,-2.403573,LK,8.012406
686,1772512334.682274,142.078186,142.065414,-2.405835,LK,8.005574
687,1772512334.802236,141.515411,141.579575,-2.407351,LK,8.001896
688,1772512334.902241,140.829681,140.989548,-2.408974,LK,7.999886
689,1772512335.042245,139.725586,140.042892,-2.410844,LK,7.991914
690,1772512335.182254,139.094604,139.503296,-2.411627,LK,7.994199
691,1772512335.282229,138.498978,138.994553,-2.412055,LK,8.005126
692,1772512335.382248,137.888885,138.473846,-2.412409,LK,8.014326
693,1772512335.462235,137.255051,137.933167,-2.412596,LK,8.011113
694,1772512335.542239,136.674866,137.437119,-2.405964,LK,7.928182
695,1772512335.682224,136.077362,136.919769,-2.405345,LK,7.924541
696,1772512335.802293,135.449905,136.375443,-2.405668,LK,7.951504
697,1772512335.902227,134.762024,135.779938,-2.406010,LK,7.985963
698,1772512336.022246,134.047729,135.162674,-2.406393,LK,8.017891
699,1772512336.062249,133.691971,134.855515,-2.406618,LK,8.032099
700,1772512336.182243,133.090500,134.336502,-2.406834,LK,8.045647
701,1772512336.302242,132.469894,133.801010,-2.406882,LK,8.036356
702,1772512336.402236,131.840897,133.258118,-2.406742,LK,8.022794
703,1772512336.502278,131.258621,132.755249,-2.406554,LK,8.000750
704,1772512336.542232,130.650040,132.228699,-2.403414,LK,7.939640
705,1772512336.682360,129.976578,131.642685,-2.403182,LK,7.932259
706,1772512336.802214,129.388016,131.130371,-2.403225,LK,7.950675
707,1772512336.882386,128.780441,130.601852,-2.403246,LK,7.959401
708,1772512337.002271,128.190109,130.088623,-2.403162,LK,7.967575
709,1772512337.082362,127.608910,129.583298,-2.403033,LK,7.974434
710,1772512337.202300,126.841591,128.915848,-2.402754,LK,7.981713
711,1772512337.322223,126.351891,128.489639,-2.402682,LK,7.985992
712,1772512337.422239,125.646919,127.875885,-2.402515,LK,7.992057
713,1772512337.502247,125.051468,127.355194,-2.390695,LK,7.906242
714,1772512337.562199,124.604691,126.956375,-2.389275,LK,7.907028
715,1772512337.702318,124.012161,126.425499,-2.389254,LK,7.904723
716,1772512337.822255,123.439209,125.913925,-2.390497,LK,7.921278
717,1772512337.922216,122.839119,125.380196,-2.391916,LK,7.939188
718,1772512337.962232,122.260117,124.867401,-2.393074,LK,7.959453
719,1772512338.102226,121.666534,124.343674,-2.394196,LK,7.979547
720,1772512338.222221,121.059464,123.809036,-2.395117,LK,8.000963
721,1772512338.282266,120.471489,123.291046,-2.395860,LK,8.020432
722,1772512338.342215,119.870247,122.761490,-2.396450,LK,8.018237
723,1772512338.482257,119.252213,122.217392,-2.390265,LK,7.965750
724,1772512338.602265,118.669952,121.696640,-2.383408,LK,7.930897
725,1772512338.702340,118.068359,121.150993,-2.383963,LK,7.950222
726,1772512338.802256,117.477852,120.616776,-2.385078,LK,7.971876
727,1772512338.862317,116.855911,120.057037,-2.386658,LK,7.993838
728,1772512338.982236,116.174744,119.447151,-2.388269,LK,8.009811
729,1772512339.102258,115.719276,119.040558,-2.389157,LK,8.013532
730,1772512339.202261,115.145660,118.529320,-2.390070,LK,8.003259
731,1772512339.262244,114.570633,118.017479,-2.390852,LK,7.994414
732,1772512339.382257,113.947121,117.463188,-2.391500,LK,7.982025
733,1772512339.502225,113.230965,116.827179,-2.391853,LK,7.971616
734,1772512339.622227,112.708801,116.363663,-2.392077,LK,7.974834
735,1772512339.742222,112.120026,115.841232,-2.392048,LK,7.991481
736,1772512339.762295,111.495613,115.287041,-2.391887,LK,8.008243
737,1772512339.902271,110.860909,114.723457,-2.391539,LK,8.013927
738,1772512340.022215,110.175140,114.113388,-2.390845,LK,8.002440
739,1772512340.142259,109.725616,113.712128,-2.390231,LK,7.994258
740,1772512340.162251,109.148499,113.195740,-2.389230,LK,7.986679
741,1772512340.282319,108.554756,112.663940,-2.388225,LK,7.992941
742,1772512340.422255,107.957985,112.128235,-2.387302,LK,8.017852
743,1772512340.522274,107.374390,111.602692,-2.384484,LK,8.009977
744,1772512340.542224,106.785995,111.068428,-2.378516,LK,7.972472
745,1772512340.682287,106.190353,110.522255,-2.377477,LK,7.975624
746,1772512340.802272,105.590530,109.971909,-2.377145,LK,8.006617
747,1772512340.922251,104.960281,109.394096,-2.376856,LK,8.037140
748,1772512341.022282,104.266289,108.757980,-2.376552,LK,8.040182
749,1772512341.062272,103.701248,108.239784,-2.376258,LK,8.037402
750,1772512341.182230,103.258430,107.833351,-2.375943,LK,8.029361
751,1772512341.302241,102.662277,107.285606,-2.375453,LK,8.015450
752,1772512341.382240,102.078949,106.748970,-2.374877,LK,8.003592
753,1772512341.442242,101.508774,106.223816,-2.374263,LK,7.998228
754,1772512341.562226,100.901131,105.662544,-2.370564,LK,7.968868
755,1772512341.702248,100.314087,105.116592,-2.369740,LK,7.957427
756,1772512341.782233,99.717743,104.561096,-2.369190,LK,7.964964
757,1772512341.882275,98.968292,103.862747,-2.368702,LK,7.985518
758,1772512341.962247,98.528603,103.452934,-2.368405,LK,7.998536
759,1772512342.142351,97.946106,102.909698,-2.367958,LK,8.009151
760,1772512342.202275,97.384010,102.384995,-2.367516,LK,8.001445
761,1772512342.322245,96.789169,101.829071,-2.367029,LK,7.990125
762,1772512342.402282,96.218529,101.295189,-2.366482,LK,7.982093
763,1772512342.462229,95.629585,100.743279,-2.360069,LK,7.953222
764,1772512342.582330,95.043625,100.181427,-2.338450,LK,7.924272
765,1772512342.682243,94.475197,99.613632,-2.336790,LK,7.940285
766,1772512342.802239,93.894859,99.032669,-2.338474,LK,7.964077
767,1772512342.902229,93.240395,98.383934,-2.341349,LK,7.986244
768,1772512342.962222,92.813431,97.964531,-2.343290,LK,7.999721
769,1772512343.082282,92.245979,97.410500,-2.345955,LK,8.014737
770,1772512343.202280,91.608780,96.791687,-2.348684,LK,8.024142
771,1772512343.322299,91.088554,96.288437,-2.350798,LK,8.011626
772,1772512343.382255,90.497887,95.719086,-2.352895,LK,7.995534
773,1772512343.462240,89.928314,95.171951,-2.349519,LK,7.913203
774,1772512343.582311,89.321426,94.579727,-2.336827,LK,7.863875
775,1772512343.722249,88.687698,93.947250,-2.338332,LK,7.887911
776,1772512343.802237,88.137741,93.400810,-2.340446,LK,7.910080
777,1772512343.942260,87.469933,92.743355,-2.344207,LK,7.937450
778,1772512343.962274,87.135994,92.417198,-2.346115,LK,7.950420
779,1772512344.102214,86.570267,91.867867,-2.349227,LK,7.969809
780,1772512344.222267,85.979370,91.297569,-2.352139,LK,7.986343
781,1772512344.342246,85.325874,90.670044,-2.354885,LK,7.999643
782,1772512344.362348,84.887794,90.251030,-2.356642,LK,8.010183
783,1772512344.482215,84.315689,89.705872,-2.358786,LK,8.017581
784,1772512344.602230,83.754715,89.173393,-2.360186,LK,8.000718
785,1772512344.722254,83.147171,88.598267,-2.361590,LK,7.980300
786,1772512344.742271,82.588898,88.071121,-2.362758,LK,7.959781
787,1772512344.862253,81.935379,87.455498,-2.364015,LK,7.954590
788,1772512344.982235,81.366394,86.920586,-2.364751,LK,7.964364
789,1772512345.122241,80.759109,86.350418,-2.365229,LK,7.978678
790,1772512345.222213,80.097946,85.730118,-2.365657,LK,7.988018
791,1772512345.262262,79.657669,85.317299,-2.365881,LK,7.994994
792,1772512345.382252,79.080444,84.776306,-2.366023,LK,8.004480
793,1772512345.502217,78.474861,84.208740,-2.362415,LK,7.960188
794,1772512345.622237,77.908234,83.673004,-2.358818,LK,7.896737
795,1772512345.722253,77.331192,83.123001,-2.358770,LK,7.879921
796,1772512345.762283,76.770912,82.589264,-2.359008,LK,7.888911
797,1772512345.882327,76.197395,82.044098,-2.359686,LK,7.904272
798,1772512346.002239,75.584755,81.463150,-2.360448,LK,7.920073
799,1772512346.122235,74.932999,80.846245,-2.361108,LK,7.931994
800,1772512346.182344,74.498871,80.435745,-2.361542,LK,7.940905
801,1772512346.262268,73.918449,79.887390,-2.362066,LK,7.951164
802,1772512346.382244,73.336220,79.337730,-2.362478,LK,7.959735
803,1772512346.502229,72.758957,78.793198,-2.362791,LK,7.969071
804,1772512346.622223,72.153641,78.222488,-2.362979,LK,7.977352
805,1772512346.702217,71.559128,77.662109,-2.363137,LK,7.984477
806,1772512346.762286,70.966141,77.103371,-2.363315,LK,7.991646
807,1772512346.882308,70.408318,76.577911,-2.363410,LK,7.992886
808,1772512347.002214,69.783508,75.989464,-2.363454,LK,7.986687
809,1772512347.122210,69.124207,75.368561,-2.363669,LK,7.981707
810,1772512347.202333,68.687744,74.957611,-2.363751,LK,7.985628
811,1772512347.262273,68.098312,74.402817,-2.363883,LK,7.992615
812,1772512347.382231,67.458107,73.800461,-2.364120,LK,7.998113
813,1772512347.502245,66.882874,73.259415,-2.364481,LK,7.988817
814,1772512347.622277,66.295273,72.707214,-2.365002,LK,7.967842
815,1772512347.662222,65.728989,72.175659,-2.365473,LK,7.970904
816,1772512347.782254,65.142166,71.625397,-2.365837,LK,7.975307
817,1772512347.902247,64.549881,71.070396,-2.366263,LK,7.980029
818,1772512348.002273,63.974522,70.531677,-2.366533,LK,7.984744
819,1772512348.082371,63.403568,69.997353,-2.366982,LK,7.987563
820,1772512348.162255,62.826748,69.458038,-2.367613,LK,7.990544
821,1772512348.282269,62.230682,68.901505,-2.368397,LK,7.994835
822,1772512348.402257,61.655807,68.365791,-2.369719,LK,7.998751
823,1772512348.482226,61.027550,67.781876,-2.366013,LK,7.936522
824,1772512348.542207,60.465725,67.253777,-2.360099,LK,7.899232
825,1772512348.682267,59.880890,66.697723,-2.362531,LK,7.891405
826,1772512348.802208,59.225803,66.079620,-2.367801,LK,7.900845
827,1772512348.902259,58.762615,65.648018,-2.372647,LK,7.908650
828,1772512349.022291,58.217602,65.146637,-2.378633,LK,7.917425
829,1772512349.062252,57.678104,64.656830,-2.384997,LK,7.925704
830,1772512349.162217,57.097691,64.137054,-2.392374,LK,7.934015
831,1772512349.302242,56.476593,63.589329,-2.400925,LK,7.939860
