idx,time,x,y,yaw,mode,speed
832,1772512349.422269,55.866646,63.060596,-2.409429,LK,7.945609
833,1772512349.502230,55.248444,62.533958,-2.417923,LK,7.951467
834,1772512349.542285,54.653816,62.035751,-2.424934,LC,7.955088
835,1772512349.682272,54.051094,61.537994,-2.433132,LC,7.958731
836,1772512349.802220,53.380676,60.993992,-2.442691,LC,7.960720
837,1772512349.922244,52.664627,60.424732,-2.452531,LC,7.963592
838,1772512349.982253,52.194801,60.057480,-2.459059,LC,7.965031
839,1772512350.062263,51.577534,59.582436,-2.467702,LC,7.967045
840,1772512350.182243,50.856018,59.037842,-2.477584,LC,7.967508
841,1772512350.302243,50.237206,58.579475,-2.485429,LC,7.969164
842,1772512350.422204,49.589241,58.107323,-2.493489,LC,7.970630
843,1772512350.502251,48.959991,57.656029,-2.493557,LC,7.918713
844,1772512350.542217,48.289204,57.169128,-2.477662,LC,7.824079
845,1772512350.682215,47.665871,56.702187,-2.482825,LC,7.826134
846,1772512350.802257,46.951881,56.174397,-2.492458,LC,7.840611
847,1772512350.922250,46.452385,55.813553,-2.499242,LC,7.851341
848,1772512350.942240,45.825207,55.369675,-2.507687,LC,7.865158
849,1772512351.062234,45.176777,54.919979,-2.515718,LC,7.874888
850,1772512351.182324,44.528656,54.477848,-2.522593,LC,7.885856
851,1772512351.322253,43.884235,54.043694,-2.528621,LC,7.896145
852,1772512351.422262,43.182518,53.576469,-2.534193,LC,7.904775
853,1772512351.442275,42.542740,53.154396,-2.529192,LC,7.852962
854,1772512351.562232,41.838310,52.680862,-2.521161,LC,7.853513
855,1772512351.702298,41.202835,52.246262,-2.523665,LC,7.861644
856,1772512351.822243,40.463448,51.744537,-2.527949,LC,7.871362
857,1772512351.902247,39.978680,51.419308,-2.530361,LC,7.877809
858,1772512351.962259,39.238312,50.927094,-2.532964,LC,7.885541
859,1772512352.062353,38.594650,50.501354,-2.534054,LC,7.892530
860,1772512352.182220,37.949657,50.074947,-2.533585,LC,7.898735
861,1772512352.302272,37.282188,49.632385,-2.532629,LC,7.904287
862,1772512352.402226,36.648281,49.210625,-2.530935,LC,7.909340
863,1772512352.462241,35.954323,48.746456,-2.521326,LC,7.862463
864,1772512352.582247,35.217556,48.236015,-2.498420,LC,7.792780
865,1772512352.682241,34.739635,47.890259,-2.495209,LC,7.803466
866,1772512352.802222,34.025497,47.369469,-2.491878,LC,7.820362
867,1772512352.902204,33.430134,46.935223,-2.489969,LC,7.836994
868,1772512352.962252,32.808060,46.481522,-2.488220,LC,7.855676
869,1772512353.082288,32.179756,46.021889,-2.486458,LC,7.876184
870,1772512353.182224,31.554859,45.563065,-2.483755,LC,7.892748
871,1772512353.302215,30.930574,45.102089,-2.480493,LC,7.902795
872,1772512353.382241,30.242971,44.590382,-2.476386,LC,7.914280
873,1772512353.502240,29.520874,44.046722,-2.461760,LC,7.843394
874,1772512353.582290,29.063137,43.690865,-2.438547,LC,7.768322
875,1772512353.702218,28.308914,43.070236,-2.429017,LC,7.780726
876,1772512353.802244,27.854382,42.690117,-2.427302,LC,7.793053
877,1772512353.862244,27.248795,42.184372,-2.425358,LC,7.807764
878,1772512353.942261,26.644119,41.680412,-2.423979,LC,7.820695
879,1772512354.062208,26.029823,41.168335,-2.422656,LC,7.832499
880,1772512354.202279,25.417107,40.656189,-2.421281,LK,7.845451
881,1772512354.282246,24.818218,40.153633,-2.419932,LK,7.853965
882,1772512354.342247,24.174988,39.611862,-2.418473,LK,7.860132
883,1772512354.462239,23.580503,39.109276,-2.410594,LK,7.831070
884,1772512354.582252,22.987436,38.598579,-2.403825,LK,7.836612
885,1772512354.702219,22.306068,38.003201,-2.402173,LK,7.852695
886,1772512354.842239,21.261850,37.090355,-2.401790,LK,7.871976
887,1772512354.962213,20.673136,36.576912,-2.401811,LK,7.882443
888,1772512355.082357,20.086254,36.065460,-2.401831,LK,7.894977
889,1772512355.202225,19.495798,35.550758,-2.401862,LK,7.903068
890,1772512355.282210,18.911718,35.041393,-2.401943,LK,7.908825
891,1772512355.402241,18.231915,34.448521,-2.402058,LK,7.917107
892,1772512355.462263,17.582960,33.882137,-2.392586,LK,7.842929
893,1772512355.582264,17.006947,33.364281,-2.368888,LK,7.760384
894,1772512355.702237,16.347364,32.742886,-2.368563,LK,7.769092
895,1772512355.822283,15.805445,32.233078,-2.370663,LK,7.780541
896,1772512355.902222,15.380480,31.837284,-2.373598,LK,7.794002
897,1772512355.962281,14.821260,31.322672,-2.378161,LK,7.810181
898,1772512356.082374,14.042930,30.616301,-2.384119,LK,7.829021
899,1772512356.182260,13.675270,30.285494,-2.386530,LK,7.836505
900,1772512356.282299,13.103907,29.773943,-2.389876,LK,7.847525
901,1772512356.382218,12.470802,29.210264,-2.392818,LK,7.858095
902,1772512356.542289,11.799194,28.615177,-2.395170,LK,7.869844
903,1772512356.622221,11.134707,28.026636,-2.389148,LK,7.822138
904,1772512356.662227,10.701629,27.638708,-2.388757,LK,7.829115
905,1772512356.802251,10.119761,27.116251,-2.387568,LK,7.838251
906,1772512356.922223,9.532406,26.587654,-2.385463,LK,7.851620
907,1772512356.962219,8.956112,26.066921,-2.382951,LK,7.863425
908,1772512357.082264,8.403437,25.565012,-2.379848,LK,7.875371
909,1772512357.202235,7.799394,25.012161,-2.374031,LK,7.885601
910,1772512357.302207,7.229980,24.484367,-2.368064,LK,7.895854
911,1772512357.402209,6.609748,23.901482,-2.360925,LK,7.904349
912,1772512357.462212,5.931507,23.252815,-2.343424,LK,7.891783
913,1772512357.582235,5.387187,22.711575,-2.325474,LK,7.891197
914,1772512357.702233,4.976879,22.289543,-2.318944,LK,7.898134
915,1772512357.802216,4.453887,21.743717,-2.311808,LK,7.907234
916,1772512357.842346,3.918068,21.178221,-2.304795,LK,7.912330
917,1772512357.962279,3.360403,20.582741,-2.297466,LK,7.914537
918,1772512358.062227,2.806522,19.983229,-2.290113,LK,7.916533
919,1772512358.202280,2.245308,19.367294,-2.282753,LK,7.920517
920,1772512358.302245,1.724899,18.788239,-2.276170,INT,7.921157
921,1772512358.342213,1.242238,18.243601,-2.270105,INT,7.918956
922,1772512358.542242,0.527565,17.422853,-2.251803,INT,7.890578
923,1772512358.582262,0.105840,16.922680,-2.242829,INT,7.894848
924,1772512358.722245,-0.392647,16.319088,-2.237845,INT,7.899738
925,1772512358.842227,-0.964133,15.620720,-2.234943,INT,7.905363
926,1772512358.882352,-1.338695,15.162136,-2.234673,INT,7.908677
927,1772512358.982253,-1.844462,14.544224,-2.235444,INT,7.912270
928,1772512359.122235,-2.289353,14.002814,-2.237053,INT,7.915812
929,1772512359.182345,-2.796853,13.388331,-2.240111,INT,7.920080
930,1772512359.242230,-3.288129,12.797449,-2.243610,INT,7.923771
931,1772512359.382289,-3.808597,12.176076,-2.248224,INT,7.924860
932,1772512359.502270,-4.331901,11.557994,-2.254764,INT,7.928687
933,1772512359.602253,-4.837707,10.968107,-2.258427,INT,7.925538
934,1772512359.642224,-5.354408,10.370946,-2.265857,INT,7.929088
935,1772512359.782250,-5.906673,9.742557,-2.275555,INT,7.926322
936,1772512359.902277,-6.506035,9.076044,-2.287659,INT,7.925755
937,1772512360.022215,-7.124539,8.406458,-2.301254,INT,7.923529
938,1772512360.122222,-7.536643,7.970776,-2.309952,INT,7.923350
939,1772512360.142224,-8.059683,7.428622,-2.321202,INT,7.918190
940,1772512360.282408,-8.659907,6.821156,-2.335512,INT,7.903200
941,1772512360.422240,-9.193134,6.296480,-2.348238,INT,7.895648
942,1772512360.502378,-9.750918,5.762333,-2.360618,INT,7.895959
943,1772512360.542270,-10.310689,5.236578,-2.364489,INT,7.861641
944,1772512360.662233,-10.926232,4.664238,-2.377914,INT,7.855331
945,1772512360.782226,-11.618620,4.039186,-2.394255,INT,7.856719
946,1772512360.902227,-11.968969,3.731030,-2.402598,INT,7.858942
947,1772512360.982243,-12.580721,3.205762,-2.416836,INT,7.862966
948,1772512361.102322,-13.259925,2.640265,-2.431835,INT,7.867964
949,1772512361.162205,-13.860909,2.153978,-2.444738,INT,7.873199
950,1772512361.262236,-14.450427,1.688607,-2.456568,INT,7.880659
951,1772512361.402255,-15.106522,1.183167,-2.468433,INT,7.891764
952,1772512361.502245,-15.681936,0.749707,-2.473980,INT,7.878433
953,1772512361.602254,-16.338989,0.256980,-2.470401,INT,7.848000
954,1772512361.702235,-17.061871,-0.288347,-2.480620,INT,7.859112
955,1772512361.822266,-17.780313,-0.818390,-2.491363,INT,7.874437
956,1772512361.882319,-18.254562,-1.160654,-2.498567,INT,7.886014
957,1772512362.002270,-18.875830,-1.600153,-2.507616,INT,7.896000
958,1772512362.102278,-19.491293,-2.027511,-2.515329,INT,7.905406
959,1772512362.222316,-20.139736,-2.470640,-2.522667,INT,7.914271
960,1772512362.282263,-20.870651,-2.962458,-2.530017,INT,7.925527
961,1772512362.362298,-21.509211,-3.386364,-2.535918,INT,7.931093
962,1772512362.482250,-22.206642,-3.843813,-2.543344,INT,7.931352
963,1772512362.602209,-22.970621,-4.335254,-2.552409,INT,7.933580
964,1772512362.682328,-23.464664,-4.647834,-2.554771,INT,7.935015
965,1772512362.782296,-24.115395,-5.057462,-2.556515,INT,7.937592
966,1772512362.862237,-24.884670,-5.541129,-2.557023,INT,7.940297
967,1772512362.982267,-25.553541,-5.962207,-2.557087,INT,7.942204
968,1772512363.102229,-26.187578,-6.361824,-2.556251,INT,7.943626
969,1772512363.182235,-26.814533,-6.757884,-2.554936,INT,7.945155
970,1772512363.302297,-27.535095,-7.214636,-2.552892,INT,7.946802
971,1772512363.362242,-28.182013,-7.626629,-2.550718,INT,7.947797
972,1772512363.482385,-28.922510,-8.100813,-2.547925,INT,7.949046
973,1772512363.602265,-29.628853,-8.556033,-2.544879,INT,7.949934
974,1772512363.722296,-30.375370,-9.040601,-2.541532,INT,7.950937
975,1772512363.742257,-30.766533,-9.295963,-2.539731,INT,7.951390
976,1772512363.862244,-31.508787,-9.783348,-2.536216,INT,7.952055
977,1772512363.982313,-31.969091,-10.087485,-2.533999,INT,7.951996
978,1772512364.102237,-32.604973,-10.509929,-2.530926,INT,7.951823
979,1772512364.222232,-33.261997,-10.949452,-2.527759,INT,7.952909
980,1772512364.242252,-33.950211,-11.413312,-2.524497,INT,7.955853
981,1772512364.362234,-34.687744,-11.913996,-2.521041,INT,7.956446
982,1772512364.482245,-35.177788,-12.248485,-2.517080,INT,7.917020
983,1772512364.622238,-35.912785,-12.752812,-2.514132,INT,7.834276
984,1772512364.742222,-37.144051,-13.609232,-2.509579,INT,7.818110
985,1772512364.862222,-37.758514,-14.041344,-2.507385,INT,7.788078
986,1772512364.982294,-38.466934,-14.538857,-2.504928,INT,7.724178
987,1772512365.082234,-39.089081,-14.978970,-2.503718,INT,7.711158
988,1772512365.202204,-39.746902,-15.448002,-2.502560,INT,7.728974
989,1772512365.342241,-40.456402,-15.954101,-2.502089,LK,7.760741
990,1772512365.362234,-40.918324,-16.283085,-2.501970,LK,7.776281
991,1772512365.482229,-41.532249,-16.719440,-2.502120,LK,7.801413
992,1772512365.582234,-42.269936,-17.242168,-2.504222,LK,7.820517
993,1772512365.702247,-42.890335,-17.680452,-2.504433,LK,7.834524
994,1772512365.742265,-43.511444,-18.119123,-2.505033,LK,7.850430
995,1772512365.862238,-44.139412,-18.562122,-2.506084,LK,7.859818
996,1772512365.982273,-44.801357,-19.028246,-2.507044,LK,7.864859
997,1772512366.102268,-45.522568,-19.534973,-2.508000,LK,7.869958
998,1772512366.222240,-46.254883,-20.048267,-2.509242,LK,7.877633
999,1772512366.302244,-46.733231,-20.382875,-2.510047,LK,7.881109
1000,1772512366.342232,-47.325111,-20.796021,-2.511010,LK,7.887233
1001,1772512366.482362,-47.904896,-21.199797,-2.511392,LK,7.896844
1002,1772512366.582235,-48.547291,-21.647406,-2.510615,LK,7.904497
1003,1772512366.702218,-49.278568,-22.157444,-2.512507,LK,7.911202
1004,1772512366.802237,-49.904686,-22.592144,-2.514437,LK,7.921518
1005,1772512366.902245,-50.525906,-23.021309,-2.516321,LK,7.932721
1006,1772512366.942281,-51.216896,-23.495903,-2.518502,LK,7.945678
1007,1772512367.082296,-51.946701,-23.992735,-2.521149,LK,7.965790
1008,1772512367.182213,-52.696964,-24.501328,-2.523825,LK,7.981271
1009,1772512367.302207,-53.186893,-24.832573,-2.525269,LK,7.996349
1010,1772512367.362234,-53.817493,-25.256435,-2.526820,LK,8.021801
1011,1772512367.482261,-54.457851,-25.684656,-2.523860,LK,7.994035
1012,1772512367.562215,-55.184929,-26.180189,-2.509968,LK,7.942557
1013,1772512367.682256,-55.841690,-26.640434,-2.511348,LK,7.955469
1014,1772512367.802242,-56.488998,-27.092239,-2.514783,LK,7.990764
1015,1772512367.882229,-57.210476,-27.589544,-2.518780,LK,8.032378
1016,1772512368.022326,-57.873875,-28.041426,-2.522408,LK,8.063595
1017,1772512368.062318,-58.519424,-28.477364,-2.525837,LK,8.074902
1018,1772512368.182343,-59.299747,-29.000460,-2.529468,LK,8.061859
1019,1772512368.302218,-59.942253,-29.428715,-2.532201,LK,8.029911
1020,1772512368.402251,-60.444332,-29.761879,-2.534266,LK,8.007082
1021,1772512368.502261,-61.087284,-30.186411,-2.536761,LK,7.987606
1022,1772512368.562295,-61.819214,-30.668316,-2.535117,LK,7.968683
1023,1772512368.662223,-62.541714,-31.145235,-2.537162,LK,7.958567
1024,1772512368.782287,-63.145256,-31.541920,-2.539000,LK,7.958428
1025,1772512368.882278,-63.772552,-31.952202,-2.540873,LK,7.959111
1026,1772512369.002267,-64.473518,-32.408413,-2.542805,LK,7.960012
1027,1772512369.102256,-65.199524,-32.878880,-2.544530,LK,7.961214
1028,1772512369.182234,-65.921249,-33.344955,-2.546118,LK,7.963828
1029,1772512369.262216,-66.410973,-33.660393,-2.547030,LK,7.965033
1030,1772512369.342275,-67.139381,-34.128506,-2.548196,LK,7.967272
1031,1772512369.482206,-67.756607,-34.524372,-2.547939,LK,7.968283
1032,1772512369.602248,-68.473976,-34.984695,-2.550007,LK,7.966223
1033,1772512369.682208,-69.120674,-35.397907,-2.550836,LK,7.967997
1034,1772512369.762201,-69.847450,-35.861237,-2.551413,LK,7.967967
1035,1772512369.862254,-70.462799,-36.253147,-2.551692,LK,7.968185
1036,1772512369.942234,-71.123497,-36.673786,-2.551928,LK,7.968114
1037,1772512370.082262,-71.858849,-37.141861,-2.552025,LK,7.967666
1038,1772512370.182275,-72.530197,-37.569157,-2.552182,LK,7.965554
1039,1772512370.262250,-73.230713,-38.014832,-2.552354,LK,7.963559
1040,1772512370.362345,-73.957458,-38.476986,-2.552480,LK,7.961031
1041,1772512370.502200,-74.683670,-38.938667,-2.553392,LK,7.957466
1042,1772512370.602254,-75.176750,-39.251534,-2.554933,LK,7.955250
1043,1772512370.682212,-75.791153,-39.639767,-2.554824,LK,7.953912
1044,1772512370.762232,-76.526581,-40.104641,-2.554421,LK,7.952882
1045,1772512370.882257,-77.249832,-40.562565,-2.553888,LK,7.952601
1046,1772512371.002294,-77.867340,-40.954163,-2.553475,LK,7.952547
1047,1772512371.102268,-78.596008,-41.416782,-2.552978,LK,7.952508
1048,1772512371.182237,-79.223991,-41.815876,-2.552614,LK,7.952291
1049,1772512371.282248,-79.856026,-42.217758,-2.552285,LK,7.952973
1050,1772512371.362230,-80.595078,-42.687996,-2.552099,LK,7.953911
1051,1772512371.442237,-81.280609,-43.124237,-2.553540,LK,7.953287
1052,1772512371.602212,-82.006996,-43.584476,-2.555004,LK,7.953303
1053,1772512371.682233,-82.731857,-44.042282,-2.554685,LK,7.954310
1054,1772512371.762201,-83.223564,-44.353130,-2.554467,LK,7.955090
1055,1772512371.862234,-83.957779,-44.817886,-2.554231,LK,7.956303
1056,1772512372.022234,-84.587631,-45.216957,-2.554017,LK,7.957565
1057,1772512372.102232,-85.293533,-45.664436,-2.553884,LK,7.958664
1058,1772512372.202244,-85.907196,-46.053513,-2.553838,LK,7.958485
1059,1772512372.282314,-86.660202,-46.530865,-2.553877,LK,7.959551
1060,1772512372.362216,-87.284569,-46.926567,-2.554006,LK,7.959939
1061,1772512372.462274,-87.997597,-47.378311,-2.554136,LK,7.960152
1062,1772512372.622231,-88.616501,-47.770306,-2.554312,LK,7.959864
1063,1772512372.702253,-89.320831,-48.216255,-2.554395,LK,7.960032
1064,1772512372.782293,-90.022476,-48.660435,-2.554577,LK,7.960756
1065,1772512372.882269,-90.705956,-49.092945,-2.554809,LK,7.960917
1066,1772512372.962201,-91.429596,-49.550610,-2.555132,LK,7.961443
1067,1772512373.122255,-92.163658,-50.014488,-2.555485,LK,7.962304
1068,1772512373.202192,-92.655548,-50.325115,-2.555829,LK,7.963028
1069,1772512373.302240,-93.385139,-50.785404,-2.556336,LK,7.964814
1070,1772512373.382213,-94.013939,-51.181705,-2.556769,LK,7.965745
1071,1772512373.462233,-94.648186,-51.581104,-2.555597,LK,7.949341
1072,1772512373.562219,-95.381958,-52.046768,-2.549875,LK,7.929518
1073,1772512373.682222,-96.002029,-52.444336,-2.550419,LK,7.932233
1074,1772512373.802270,-96.718880,-52.902992,-2.551747,LK,7.935278
1075,1772512373.882331,-97.332130,-53.293533,-2.553048,LK,7.940431
1076,1772512373.982250,-98.059250,-53.754532,-2.554624,LK,7.943363
1077,1772512374.062227,-98.744164,-54.187111,-2.556099,LK,7.946259
1078,1772512374.142192,-99.467804,-54.642727,-2.557504,LK,7.949203
1079,1772512374.302197,-100.215942,-55.112484,-2.558827,LK,7.950989
1080,1772512374.402199,-100.708511,-55.421104,-2.559759,LK,7.953049
1081,1772512374.502218,-101.363419,-55.830593,-2.555965,LK,7.917802
1082,1772512374.582193,-102.108742,-56.304169,-2.547758,LK,7.899419
1083,1772512374.682255,-102.722794,-56.700439,-2.548825,LK,7.904156
1084,1772512374.762230,-103.384918,-57.126110,-2.550695,LK,7.909878
1085,1772512374.842234,-104.036263,-57.541763,-2.553038,LK,7.916062
1086,1772512375.022238,-104.762268,-58.001472,-2.555616,LK,7.921599
1087,1772512375.082230,-105.377991,-58.389046,-2.557810,LK,7.926315
1088,1772512375.182217,-106.102417,-58.842781,-2.560238,LK,7.930591
1089,1772512375.282298,-106.785286,-59.268555,-2.562367,LK,7.934247
1090,1772512375.362235,-107.518517,-59.723713,-2.564377,LK,7.935395
1091,1772512375.502299,-108.249908,-60.175545,-2.568542,LK,7.929706
1092,1772512375.582212,-108.746994,-60.480091,-2.571315,LK,7.930631
1093,1772512375.682233,-109.488998,-60.931244,-2.572807,LK,7.928370
1094,1772512375.782280,-110.109222,-61.307259,-2.573543,LK,7.923046
1095,1772512375.862248,-110.831963,-61.745110,-2.574206,LK,7.919468
1096,1772512375.962240,-111.465385,-62.129005,-2.574605,LK,7.920547
1097,1772512376.082260,-112.187561,-62.566292,-2.574925,LK,7.916656
1098,1772512376.202186,-112.837067,-62.959156,-2.575108,LK,7.913752
1099,1772512376.302301,-113.481537,-63.348976,-2.575291,LK,7.915307
1100,1772512376.382285,-114.219711,-63.795258,-2.575395,LK,7.918296
1101,1772512376.482244,-114.905525,-64.209869,-2.572638,LK,7.901294
1102,1772512376.582219,-115.680595,-64.681580,-2.571863,LK,7.902089
1103,1772512376.662241,-116.173737,-64.982422,-2.571660,LK,7.906226
1104,1772512376.802271,-116.921890,-65.439133,-2.571228,LK,7.911526
1105,1772512376.902417,-117.376846,-65.716850,-2.570880,LK,7.912414
1106,1772512377.002224,-118.276779,-66.266571,-2.569803,LK,7.909628
1107,1772512377.082221,-118.896935,-66.646385,-2.568616,LK,7.903331
1108,1772512377.182247,-119.624115,-67.093407,-2.566935,LK,7.909423
1109,1772512377.262231,-120.236855,-67.471710,-2.564760,LK,7.914411
1110,1772512377.402220,-120.960587,-67.921158,-2.561188,LK,7.909120
1111,1772512377.522209,-121.570045,-68.302452,-2.558512,LK,7.897192
1112,1772512377.602233,-122.288696,-68.755173,-2.555847,LK,7.904219
1113,1772512377.682244,-122.977165,-69.191711,-2.551112,LK,7.912580
1114,1772512377.782238,-123.707077,-69.659683,-2.544927,LK,7.923088
1115,1772512377.882215,-124.436188,-70.134064,-2.538396,LK,7.929727
1116,1772512377.962205,-124.919426,-70.452339,-2.533949,LK,7.936822
1117,1772512378.062238,-125.641052,-70.933807,-2.526819,LK,7.941514
1118,1772512378.142227,-126.239120,-71.338730,-2.520579,LK,7.944210
1119,1772512378.302197,-126.942574,-71.821884,-2.513310,LC,7.953927
1120,1772512378.382261,-127.535645,-72.235260,-2.507145,LC,7.955171
1121,1772512378.482255,-128.244583,-72.736809,-2.496733,LC,7.938875
1122,1772512378.562223,-128.834732,-73.163589,-2.486837,LC,7.921858
1123,1772512378.662271,-129.450089,-73.618416,-2.480610,LC,7.923154
1124,1772512378.802302,-130.129166,-74.127167,-2.474549,LC,7.926132
1125,1772512378.902150,-130.775040,-74.615631,-2.469413,LC,7.935383
1126,1772512379.002243,-131.468933,-75.145531,-2.464062,LC,7.937875
1127,1772512379.082235,-132.152115,-75.672981,-2.459248,LC,7.936534
1128,1772512379.162166,-132.607758,-76.027657,-2.456040,LC,7.937506
1129,1772512379.262239,-133.231110,-76.516586,-2.451837,LC,7.944330
1130,1772512379.342248,-133.897949,-77.044006,-2.447924,LC,7.951037
1131,1772512379.502223,-134.486771,-77.513268,-2.444173,LC,7.947661
1132,1772512379.602229,-135.150696,-78.048035,-2.438841,LC,7.943127
1133,1772512379.682232,-135.720169,-78.510262,-2.437437,LC,7.948603
1134,1772512379.762244,-136.389954,-79.055008,-2.436242,LC,7.950182
1135,1772512379.842199,-136.960907,-79.520004,-2.435534,LC,7.952030
1136,1772512379.982229,-137.627441,-80.062981,-2.435109,LC,7.954230
1137,1772512380.102213,-138.265091,-80.582634,-2.435135,LC,7.955965
1138,1772512380.202202,-138.934265,-81.127838,-2.435928,LC,7.958014
1139,1772512380.282244,-139.608063,-81.675430,-2.437134,LC,7.960104
1140,1772512380.382229,-140.056915,-82.039467,-2.438467,LC,7.960775
1141,1772512380.462206,-140.639923,-82.510605,-2.440970,LC,7.962168
1142,1772512380.562244,-141.317322,-83.056061,-2.439190,LC,7.961721
1143,1772512380.682225,-141.893188,-83.520782,-2.442696,LC,7.961055
1144,1772512380.782254,-142.567688,-84.060440,-2.447415,LC,7.963976
1145,1772512380.882211,-143.145905,-84.518372,-2.452008,LC,7.961941
1146,1772512380.982210,-143.821716,-85.047714,-2.458139,LC,7.958959
1147,1772512381.062247,-144.450638,-85.533722,-2.463561,LC,7.961399
1148,1772512381.162226,-145.099152,-86.029327,-2.469390,LC,7.958592
1149,1772512381.302220,-145.837875,-86.586731,-2.476867,LC,7.958173
1150,1772512381.422223,-146.435333,-87.031006,-2.483230,LC,7.957983
1151,1772512381.502181,-147.131348,-87.541306,-2.483063,LC,7.917829
1152,1772512381.582224,-147.595856,-87.882782,-2.479990,LC,7.891458
1153,1772512381.682230,-148.291046,-88.398094,-2.487456,LC,7.898213
1154,1772512381.762235,-148.876526,-88.825806,-2.494774,LC,7.901459
1155,1772512381.862206,-149.569946,-89.322060,-2.504131,LC,7.907603
1156,1772512381.942254,-150.173950,-89.745010,-2.512057,LC,7.917911
1157,1772512382.082200,-150.781372,-90.163040,-2.519837,LK,7.919611
1158,1772512382.202255,-151.497787,-90.647369,-2.528614,LK,7.923772
1159,1772512382.282338,-152.109879,-91.054276,-2.535656,LK,7.927567
1160,1772512382.362200,-152.830078,-91.525513,-2.543468,LK,7.931067
1161,1772512382.462234,-153.508865,-91.962677,-2.548617,LK,7.933120
1162,1772512382.542211,-154.231308,-92.423515,-2.552970,LK,7.930831
1163,1772512382.682205,-154.982224,-92.897842,-2.559364,LK,7.932614
1164,1772512382.802185,-155.472031,-93.203583,-2.563371,LK,7.933527
1165,1772512382.902209,-156.206543,-93.656799,-2.569226,LK,7.933818
1166,1772512382.982214,-156.841492,-94.043663,-2.573959,LK,7.932513
1167,1772512383.082230,-157.471954,-94.423813,-2.578089,LK,7.935189
1168,1772512383.162197,-158.165527,-94.838165,-2.582283,LK,7.935170
1169,1772512383.262208,-158.889709,-95.266930,-2.585903,LK,7.938751
1170,1772512383.342184,-159.541504,-95.650185,-2.588539,LK,7.944819
1171,1772512383.482278,-160.276825,-96.080238,-2.590638,LK,7.946551
1172,1772512383.602201,-160.978104,-96.488785,-2.592285,LK,7.953638
1173,1772512383.682191,-161.729141,-96.924934,-2.593843,LK,7.962508
1174,1772512383.762227,-162.470490,-97.354073,-2.594979,LK,7.962260
1175,1772512383.862237,-162.973450,-97.644524,-2.595609,LK,7.962462
1176,1772512383.942224,-163.611954,-98.012749,-2.595919,LK,7.968753
1177,1772512384.122225,-164.366165,-98.447495,-2.596072,LK,7.964709
1178,1772512384.202199,-165.100586,-98.870789,-2.595979,LK,7.960693
1179,1772512384.282241,-165.738464,-99.238579,-2.595732,LK,7.956965
1180,1772512384.382212,-166.481293,-99.667213,-2.595242,LK,7.954336
1181,1772512384.462254,-167.128418,-100.041199,-2.589573,LK,7.920533
1182,1772512384.562213,-167.766983,-100.416359,-2.581666,LK,7.918238
1183,1772512384.702205,-168.494812,-100.852280,-2.580715,LK,7.918944
1184,1772512384.802231,-169.189041,-101.268494,-2.580659,LK,7.920949
1185,1772512384.882273,-169.927032,-101.709732,-2.580653,LK,7.923861
1186,1772512384.982246,-170.661972,-102.148331,-2.580543,LK,7.924345
1187,1772512385.082229,-171.167725,-102.450104,-2.580425,LK,7.926481
1188,1772512385.162220,-171.927765,-102.903984,-2.580113,LK,7.930231
1189,1772512385.262196,-172.565643,-103.285408,-2.579769,LK,7.933069
1190,1772512385.342202,-173.192200,-103.660507,-2.579313,LK,7.934695
1191,1772512385.482230,-173.884140,-104.075340,-2.578696,LK,7.931465
1192,1772512385.602245,-174.618027,-104.515823,-2.578478,LK,7.931399
1193,1772512385.682208,-175.252029,-104.896599,-2.577804,LK,7.929477
1194,1772512385.782233,-175.987396,-105.339058,-2.576919,LK,7.921668
1195,1772512385.862202,-176.679321,-105.756287,-2.576089,LK,7.916161
1196,1772512385.962219,-177.411774,-106.198868,-2.575139,LK,7.916804
1197,1772512386.062204,-178.136246,-106.637619,-2.574220,LK,7.911288
1198,1772512386.142275,-178.622192,-106.932404,-2.573568,LK,7.908716
1199,1772512386.242205,-179.362259,-107.382210,-2.572646,LK,7.909974
1200,1772512386.362284,-179.987717,-107.763046,-2.571887,LK,7.911813
1201,1772512386.462256,-180.714035,-108.206238,-2.566027,LK,7.890636
1202,1772512386.582241,-181.325165,-108.584381,-2.561269,LK,7.892946
1203,1772512386.682262,-182.046844,-109.036598,-2.560625,LK,7.891171
1204,1772512386.782206,-182.666199,-109.424919,-2.560725,LK,7.890655
1205,1772512386.882206,-183.377029,-109.869431,-2.561015,LK,7.900674
1206,1772512387.002215,-184.026520,-110.274681,-2.561357,LK,7.903421
1207,1772512387.042286,-184.735962,-110.716843,-2.561829,LK,7.899614
1208,1772512387.162205,-185.470657,-111.174423,-2.562265,LK,7.897306
1209,1772512387.262247,-186.192200,-111.623543,-2.562711,LK,7.900329
1210,1772512387.342252,-186.678711,-111.926140,-2.563072,LK,7.901325
1211,1772512387.442205,-187.414719,-112.383926,-2.557148,LK,7.868408
1212,1772512387.562242,-188.029510,-112.771484,-2.555438,LK,7.866798
1213,1772512387.662258,-188.747452,-113.226501,-2.556182,LK,7.870963
1214,1772512387.802232,-189.446945,-113.668457,-2.557488,LK,7.872529
1215,1772512387.882187,-190.028381,-114.034195,-2.558556,LK,7.874865
1216,1772512387.982235,-190.743210,-114.482185,-2.559825,LK,7.878144
1217,1772512388.082211,-191.380356,-114.880409,-2.560901,LK,7.880201
1218,1772512388.202199,-192.102631,-115.330818,-2.562065,LK,7.882263
1219,1772512388.242229,-192.783600,-115.754578,-2.563012,LK,7.886023
